213.75844113841316,469921.94148529775
367.4661940736684,459599.36631543713
505.03887415923066,459599.36631543713
808.9624975418179,439629.4898581002
1265.615515,429972.33607293246
1780.8993942389716,420527.31687241513
2418.9768580301684,402255.14510637627
3784.4704201318373,402255.14510637627
5201.307524602173,393418.9776363087
6900.406574893133,384776.9104941266
10059.063384715402,376324.6799605868
16112.433032363428,368058.1159757501
21375.844113841336,368058.1159757501
28026.594658690334,241344.08311223332
36316.35909941269,165443.4270720856
51102.23534207318,101491.77971422084
71066.08714142282,74367.40659499519
107322.43979952883,49859.64662
159237.75122868636,34946.87609034675
216290.95747520318,30586.55373
320917.8410757858,25607.084147639485
410970.5879287771,23956.381574773477
532528.3229116949,22412.08779754997
690040.6574893133,20967.343414417082
823381.3447532298,20506.76271068679
926300.5419814604,20056.29938713461
1200283.6422422274,11010.33779097675
1501310.7289081712,6460.845995514742
1900082.151959087,3791.2125649739924
2462092.4014946204,2325.7310205891354
3079576.866533013,1594.3084476415029
3943736.849,1117.4587776609733
4817973.979051246,837.2006984666798
6169945.529231733,641.3187759503569
7537682.697606423,525.1183983282333
9208616.215590829,459.5993663154381
