2.040953096,141237.9205
4.634983981,143150.7321
5.135410197,132941.6758
5.738688029,122633.0684
6.412835398,113123.8145
7.22766716,103652.3988
8.357529574,96260.23838
9.914924805,88795.99514
11.56324633,82463.34631
13.60130893,76582.32192
15.8624789,72570.39612
18.65829628,68307.64743
21.76017269,64295.29046
24.52507757,61752.19305
28.60228581,59709.9542
33.64353872,57348.22243
38.90285255,55451.62959
42.37280345,52546.6795
48.16658163,48472.0875
53.82490877,44115.97789
63.31173718,37792.87507
78.38782394,30679.96906
103.0355309,23285.66298
124.3425204,19288.43454
155.2725265,15448.97633
187.3817423,12970.30954
236.0004339,10458.61549
299.7843143,8264.844066
371.1703564,6709.337665
455.6455018,5483.347434
