x, y
0.0010527983843562087, 6.740646267069927e-13
0.0016484993771289902, 1.8557458677414603e-12
0.0024452811557839262, 3.335385454682681e-12
0.0034627646549151236, 7.0343220363398515e-12
0.00546417095824624, 1.8360680198592384e-11
0.007980849078445828, 4.307832511297271e-11
0.012210115057861234, 1.3193817874138418e-10
0.018971672054329033, 3.8311881478547486e-10
0.0318469760064648, 1.5317398869576717e-9
0.04615674418702938, 4.216967177828658e-9
0.08633852610145892, 1.7782776021912493e-8
0.09256003639035007, 1.4368369542841138e-8
0.23047621983543204, 8.342500770070083e-8
0.2648889822279275, 7.109711573921509e-8
0.311583321213798, 4.641591979459868e-8
0.32386382727750257, 1.6859774511174432e-8
0.33662834778907, 7.498938281508376e-8
0.3665093193841464, 1.4994277697523593e-7
0.4021394685180404, 2.4224747058552706e-7
0.4212333951764672, 8.342500770070083e-8
0.44465812298025387, 3.3353990180948574e-7
0.49167232219448864, 5.108974102776761e-7
