delta = 0.01 GeV, , ,delta = 0.1 GeV, , ,delta = 1 GeV, , ,delta = 10 GeV, 
mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,
1e-05,0.13792494806068,0.11621618487096154,1e-05,0.14086575857798414,0.11939809440451857,1e-05,10000000000.0,10000000000.0,1e-05,10000000000.0,10000000000.0,
0.0001,0.09263532609616706,0.07764456621087422,0.0001,0.0926179377575377,0.07659894323304768,0.0001,0.140571711215783,0.10682290860946354,0.0001,10000000000.0,10000000000.0,
0.001,0.05309905370425622,0.046652973501346756,0.001,0.05457922010971309,0.04660277225122834,0.001,0.09726169955099269,0.048447340604042266,0.001,10000000000.0,10000000000.0,
0.01,0.03626158383752919,0.03327976021590907,0.01,0.041987147259021,0.03309140995723905,0.01,0.09576969431354443,0.02525559861218089,0.01,10000000000.0,0.03153665902180856,
0.1,0.03689740823584063,0.036794423208957,0.1,0.046686542714936365,0.035655233871445736,0.1,0.1696062942975455,0.021314690444267235,0.1,10000000000.0,0.013873939025713796,
1.0,0.07609153853412941,0.07660474700028307,1.0,0.09733161669964749,0.05419415902848376,1.0,0.42876516276912724,0.02185526721400122,1.0,10000000000.0,0.008946601154744726,
10.0,0.440985661694484,0.42579249382018897,10.0,0.8131368444904332,0.09641949008313128,10.0,56.727189040537425,0.03300220612741794,10.0,10000000000.0,0.014553242273230958,
100.0,10.522646403667274,2.5206434260333386,100.0,51159988.20446859,0.2038308007687687,100.0,10000000000.0,0.06185813444548503,100.0,10000000000.0,0.024880152947153737,
1000.0,10000000000.0,29.570062235777325,1000.0,10000000000.0,1.2439198747971278,1000.0,10000000000.0,0.34116895652171025,1000.0,10000000000.0,0.09955825344089815,
10000.0,10000000000.0,10000000000.0,10000.0,10000000000.0,834268.9340774665,10000.0,10000000000.0,272033.26597572566,10000.0,10000000000.0,551577.4456770727,
