TXS,,,NGC,,,
m_DM [GeV], g_{SM} g_{Chi} Chi 1 Scattering, g_{SM} g_{Chi} Chi 2 Scattering,m_DM [GeV], g_{SM} g_{Chi} Chi 1 Scattering, g_{SM} g_{Chi} Chi 2 Scattering,
1e-05,2.2214385901734553e-08,2.2214380414907997e-08,1e-05,2.1599648394518822e-08,2.1599643059528923e-08,
3.1622776601683795e-05,2.2214121559746736e-07,2.2214121762858677e-07,3.1622776601683795e-05,2.1599391367652622e-07,2.159939156514386e-07,
0.0001,2.2212378859765296e-06,2.2212378144374423e-06,0.0001,2.1597696893314123e-06,2.1597696197720215e-06,
0.00031622776601683794,2.219483212848929e-05,2.2194818555206782e-05,0.00031622776601683794,2.1580635731789717e-05,2.1580622534119927e-05,
0.001,0.00021970436971859513,0.00021969701191614194,0.001,0.00021362450250269938,0.00021361734831231802,
0.0031622776601683794,0.001810285680118335,0.0018069240643159845,0.0031622776601683794,0.0017601897417805841,0.001756921151791673,
0.01,0.007987693364840917,0.007839517556562172,0.01,0.0077666503556293705,0.007622575008529876,
0.03162277660168379,0.0282309964852656,0.027693261550816077,0.03162277660168379,0.027449761636715805,0.026926907412208413,
0.1,0.11140863250881028,0.10779357351831814,0.1,0.10832562740870388,0.10481060775137552,
0.31622776601683794,0.6488275871688604,0.5520941935533943,0.31622776601683794,0.6308726162183538,0.5368161206057737,
1.0,9.651457457193297,3.440482448903853,1.0,9.384373193667901,3.3452741629933476,
3.1622776601683795,174.84546645283953,17.150107884873094,3.1622776601683795,170.00697725621498,16.67551387105412,
10.0,3098.6773956470174,58.98462208471655,10.0,3012.9278626060413,57.35234380771094,
31.622776601683793,45513.07278083542,188.4823951768783,31.622776601683793,44253.591963729676,183.26653198454773,
100.0,554098.8140244108,596.6899450484299,100.0,538765.2673222279,580.1777762663469,
316.22776601683796,5769695.004280466,1887.0583985914498,316.22776601683796,5610030.544501296,1834.8379329413035,
1000.0,40568107.84976813,5967.444595252978,1000.0,39445468.78144807,5802.307821670262,
3162.2776601683795,146365780.43086538,18870.738197152423,3162.2776601683795,142315408.05497494,18348.52927317166,
10000.0,467149099.3356185,59674.52972287068,10000.0,454221707.415177,58023.159668871376,
31622.776601683792,1480618027.5831919,188707.44647242568,31622.776601683792,1439644964.4770856,183485.35544768808,
100000.0,4685454811.676088,596745.3536888612,100000.0,4555794472.477748,580231.6515864495,
