delta = 0.01 GeV, , ,delta = 0.1 GeV, , ,delta = 1 GeV, , ,delta = 10 GeV, ,
mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2
1.00E-05,0.000112175,0.000108944,1.00E-05,0.000135149,0.000138324,1.00E-05,10000000000,10000000000,1.00E-05,10000000000,10000000000
3.16E-05,0.000117145,0.000108096,3.16E-05,0.000112253,0.000108596,3.16E-05,10000000000,10000000000,3.16E-05,10000000000,10000000000
0.0001,0.000132794,0.000114542,0.0001,0.000124099,0.000101159,0.0001,0.000630083,0.000549329,0.0001,10000000000,10000000000
0.000316228,0.000161716,0.000130344,0.000316228,0.000198389,9.49E-05,0.000316228,0.000356523,0.000169126,0.000316228,10000000000,10000000000
0.001,0.000213035,0.000162006,0.001,0.000350665,9.27E-05,0.001,0.285023112,8.31E-05,0.001,10000000000,10000000000
0.003162278,0.00029996,0.000221566,0.003162278,0.000581585,0.000108419,0.003162278,0.746287398,7.49E-05,0.003162278,10000000000,0.002111924
0.01,0.00042935,0.000288556,0.01,0.000696083,0.000104338,0.01,1.259546493,7.13E-05,0.01,10000000000,0.000235558
