delta = 0.01 GeV, , ,delta = 0.1 GeV, , ,delta = 1 GeV, , ,delta = 10 GeV, 
mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,
1e-05,0.0005772445172843785,0.0004953914839119862,1e-05,0.0006479246038837134,0.0006394258138469183,1e-05,0.20111268179756223,0.002204153719948781,1e-05,12.64648788291435,0.11583611670214237,
0.0001,0.000912908036585576,0.0007115290801052114,0.0001,0.0008216746293695065,0.0007334966178940569,0.0001,0.20117679203102262,0.0021854998460942034,0.0001,12.646628289026935,0.04662202548736354,
0.001,0.0019906727792228093,0.001454843356249943,0.001,0.0015387211691495941,0.0011353437206952275,0.001,0.0028790220309424176,0.0020089919050635873,0.001,12.648032209168548,0.023332697129538716,
0.01,0.008759321326776844,0.007231316699755605,0.01,0.00892917478251501,0.006608108571674005,0.01,0.004855205581435316,0.003623043967967761,0.01,1.0769780129318687,0.016642267176837554,
0.1,0.0313006384082011,0.03203277348393007,0.1,0.03472175052680585,0.03239883284236135,0.1,0.2850231122318316,0.04340652304094095,0.1,3.729887636097946,0.2456943621457295,
1.0,0.21349958163498553,0.2193190686900641,1.0,0.2333777141266292,0.23189157954238865,1.0,0.7462873984512243,0.3073786629458879,1.0,8.390782458978661,0.9522327199480228,
10.0,3.5834883519268814,4.073470434248866,10.0,3.8288189212144474,4.091164299080138,10.0,4.340343089420833,4.364360196977455,10.0,20.231952269088794,7.762964545453372,
100.0,61.15879278440308,30.726671673757032,100.0,46.981093376474526,30.894287913096047,100.0,35.807501666308596,31.57965831126804,100.0,48.53492958822974,34.54081636346311,
1000.0,1187.9610183717396,175.99431153608276,1000.0,294.689311235888,175.60268976843122,1000.0,172.45478742622802,172.45451213660124,1000.0,271.70713695425235,155.95765919979831,
10000.0,2040.46157408292,1011.5865857376684,10000.0,2531.40789244612,1008.7403433712512,10000.0,1851.3726768131194,981.2846235177094,10000.0,1537.4321471892492,846.601580391938,
