delta = 0.01 GeV, , ,delta = 0.1 GeV, , ,delta = 1 GeV, , ,delta = 10 GeV, 
mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,
1e-05,0.049869844320995324,0.04503948207963565,1e-05,0.05212291805269674,0.047838385885146,1e-05,10000000000.0,10000000000.0,1e-05,10000000000.0,10000000000.0,
0.0001,0.06060179887737128,0.05412167216918855,0.0001,0.06015322398727996,0.053611286945327345,0.0001,0.08539571527727992,0.0806805994343705,0.0001,10000000000.0,10000000000.0,
0.001,0.06751575343623975,0.06240964971341686,0.001,0.06866886692730605,0.06243950997250104,0.001,0.08363459600856822,0.07463964292298794,0.001,10000000000.0,10000000000.0,
0.01,0.08165448687143793,0.07761950905205338,0.01,0.08774360963396773,0.077665602771417,0.01,0.09266797905890435,0.07965654563364241,0.01,0.3224538490309882,0.22339625942078167,
0.1,0.13207024629427,0.13305992389532442,0.1,0.14436894938492054,0.13309497501759376,0.1,0.17250807081008665,0.1381486147117587,0.1,1.0273989173899507,0.673096781326342,
1.0,0.3150619882895926,0.32573949791045587,1.0,0.33353105306045255,0.3317010244218548,1.0,0.5019274172710455,0.41394191295773547,1.0,3.420152182561667,1.6052736459241208,
10.0,2.022308128063353,1.695996743796617,10.0,1.8817112378081944,1.5747751011598714,10.0,2.9281631720259043,1.0612371188079042,10.0,10.830919539401911,2.5181531445842444,
100.0,5.162447113546753,4.483205348775959,100.0,8.210683812181564,6.29624478265515,100.0,13.102473895504021,2.1987656683801178,100.0,132.58354387972904,9.265482983051314,
1000.0,24567782.87014521,31.35823085055289,1000.0,31.525716114867155,26.869967169703205,1000.0,70.14978853300295,9.13409253251782,1000.0,1206.2143033132752,70.77624647053307,
10000.0,2836030525.1509585,2824240214.746043,10000.0,10000000000.0,1653269357.8932612,10000.0,63450630828.98729,9816422.974969491,10000.0,10000000000.0,49135505767.04018,
