delta = 0.01 GeV, , ,delta = 0.1 GeV, , ,delta = 1 GeV, , ,delta = 10 GeV, 
mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,mDM, coup prod 1, coup prod 2,
1e-05,0.020269324331736786,0.020526637336700862,1e-05,0.030196744365910428,0.03133525353811792,1e-05,3.1481169186918523,0.111518009554079,1e-05,inf,2.2967339573646868,
0.0001,0.011749935935496694,0.011679081640532631,0.0001,0.01709623989150001,0.017724843907953636,0.0001,1.8461122912242693,0.03761587093121865,0.0001,inf,0.8915890946469983,
0.001,0.009899815221791057,0.009982570675507159,0.001,0.010805456908362385,0.010270115684031439,0.001,156.02512061380847,0.02595329218469547,0.001,inf,0.33698936940059065,
0.01,0.027693961181340945,0.028055538640678515,0.01,0.01447372642157831,0.012509876742967368,0.01,0.5334564032650313,0.02520612354963669,0.01,928.7601725907955,0.12254207203956072,
0.1,0.11670768807753018,0.11098627411946754,0.1,0.1196392444778604,0.11028035632478851,0.1,3.434203680042077,0.10325788592606237,0.1,inf,0.6059779092125139,
1.0,0.4817052536975537,0.28916828637991854,1.0,0.40078618303844027,0.4313012917380132,1.0,1.4253051469729798e+17,0.6015967906850423,1.0,inf,1.5920751016932702,
10.0,4.070728956472486,1.9105949603071648,10.0,1.9105260080418098,2.0477920464271744,10.0,3.023185772426083,2.938411376933176,10.0,inf,5.8604010894369445,
100.0,28.87637517632407,11.250164882323148,100.0,14.990524408307477,11.359134516086764,100.0,15.446042928528414,16.222097385768176,100.0,29.81275750401978,30.347249094067855,
1000.0,275.88051254109035,64.43773281192843,1000.0,158.91191907206766,64.58063284922413,1000.0,93.6397675341657,92.5120408206806,1000.0,174.51953073352482,174.3269881113075,
10000.0,1743803308278.9614,370.4216361250004,10000.0,1067.1175038808897,370.99535953013907,10000.0,677.7778599688601,534.7317398632483,10000.0,1084.3722789430997,1108.3463861340158,
