TXS, , ,NGC, , , 
m_DM [GeV], g_{SM} g_{Chi} Chi 1 Scattering, g_{SM} g_{Chi} Chi 2 Scattering,m_DM [GeV], g_{SM} g_{Chi} Chi 1 Scattering, g_{SM} g_{Chi} Chi 2 Scattering,
1e-05,7.03088786361325e-06,6.6091398003822985e-06,1e-05,2.6058185648129665e-05,2.4390315403011555e-05,
3.1622776601683795e-05,8.377256467461707e-06,7.957186862917269e-06,3.1622776601683795e-05,3.0060999806564504e-05,2.8251367404484746e-05,
0.0001,1.0630499251596719e-05,1.0235584094021958e-05,0.0001,3.521752373836128e-05,3.2975396663812563e-05,
0.00031622776601683794,1.5185249922147811e-05,1.4996192396019846e-05,0.00031622776601683794,4.272028008467299e-05,4.007799896596398e-05,
0.001,2.853426312738805e-05,2.862299008998487e-05,0.001,6.443933189158271e-05,6.0706957089855765e-05,
0.0031622776601683794,8.748318081630927e-05,8.61582653018846e-05,0.0031622776601683794,0.00016764894374090327,0.0001559227270519422,
0.01,0.0003254180689863383,0.00030588048577218796,0.01,0.0007254957057636538,0.0006241994879519079,
0.03162277660168379,0.003041661785403644,0.002489753759030249,0.03162277660168379,0.0053456496150077965,0.003179478850328829,
0.1,0.09475258600939476,0.036950225953260536,0.1,0.19361055405105812,0.015767482843080088,
0.31622776601683794,12.732646354444615,0.4217332886979581,0.31622776601683794,33.834520236998706,0.060704138079250215,
1.0,1975.598137481374,0.9239909155492669,1.0,6543.556540489213,0.4631746135482738,
3.1622776601683795,489801.7698126557,124.66464039746333,3.1622776601683795,1727669.7442430565,11.774527174644705,
10.0,177013277.87875816,4597.536642229608,10.0,650205814.617624,564.6321917794356,
31.622776601683793,73644616057.395,127722.70184840135,31.622776601683793,276593946057.5442,23595.42626044541,
100.0,10000000000.0,493843.5622042592,100.0,10000000000.0,581419.2060188972,
316.22776601683796,10000000000.0,177947385.0598983,316.22776601683796,10000000000.0,24404778.40352529,
1000.0,10000000000.0,2328512644.3713837,1000.0,10000000000.0,1025483755.7122594,
3162.2776601683795,10000000000.0,300634104850.2482,3162.2776601683795,10000000000.0,60198414095.65166,
10000.0,10000000000.0,143694632331777.2,10000.0,10000000000.0,24205282574303.285,
