1e-05,7.03088786361325e-06,6.60913980006679e-06,
3.1622776601683795e-05,8.377256467461707e-06,7.957186860434766e-06,
0.0001,1.4311356611030125e-05,1.3687515308194107e-05,
0.00031622776601683794,1.7895862198898178e-05,1.7675633942957668e-05,
0.001,3.247174766406476e-05,3.258705798214556e-05,
0.0031622776601683794,9.90152106906817e-05,9.368337713289625e-05,
0.01,0.0003567246022297737,0.0003240289651227878,
0.03162277660168379,0.002007088307591704,0.0019021111065161184,
0.1,0.010071825847147433,0.008479515788098975,
0.31622776601683794,0.06403293529020085,0.0447318868373783,
1.0,0.5316203430282095,0.21469967926469774,
3.1622776601683795,5.996909367139245,0.8477802625746406,
10.0,25729.766405494636,3.496133961102497,
31.622776601683793,424820.62011605396,16.051463277235005,
100.0,10000000000.0,84.2950133062316,
316.22776601683796,10000000000.0,522.9704837711804,
1000.0,10000000000.0,3032.9479354732666,
3162.2776601683795,10000000000.0,17442.029583556887,
10000.0,10000000000.0,101441.44242274521,
